RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1375,15774738,Campa,632,France,Male,44,3,107764.75,1,1,0,185667.72,0
1376,15574004,Mancini,429,France,Female,27,6,117307.44,2,1,1,24020.49,0
1377,15587233,Donoghue,457,France,Male,41,8,73700.12,3,1,1,185750.02,1
1378,15808228,Tuan,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0
1379,15682834,Johnstone,715,Spain,Female,35,4,40169.88,2,1,1,199857.47,0
1380,15571752,Romani,668,Germany,Female,32,10,92041.87,1,1,1,43595.9,0
1381,15743067,Fuller,625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0
1382,15714466,Baxter,846,France,Female,41,5,0,3,1,0,3440.47,1
1383,15617982,Pirozzi,661,Spain,Female,42,3,0,2,1,0,35989.41,0
1384,15696637,Sung,571,France,Female,23,10,151097.28,1,0,1,17163.75,0
1385,15690647,Rogers,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1
1386,15672756,Mills,716,France,Female,35,8,112808.18,1,0,1,17848.3,0
1387,15704586,Osonduagwuike,758,France,Female,42,7,0,2,0,1,76209.56,0
1388,15674526,Byrne,725,France,Male,66,4,86459.8,1,1,1,141476.56,0
1389,15775295,McIntyre,630,France,Female,40,0,118633.08,1,0,1,60032.46,1
1390,15684196,Aitken,627,France,Female,55,2,159441.27,1,1,0,100686.11,1
1391,15727281,Macintyre,653,France,Female,27,9,0,2,1,0,96429.29,0
1392,15787835,Simpson,775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1
1393,15730540,Simpson,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0
1394,15646276,Metcalfe,831,France,Female,32,2,146033.62,1,1,0,191260.74,0
1395,15582180,Lees,561,France,Male,29,9,120268.13,1,1,1,173870.39,0
1396,15697095,Zetticci,705,Spain,Male,46,7,0,2,1,0,117273.35,0
1397,15748797,Dale,636,Spain,Female,33,0,0,1,1,0,92277.47,1
1398,15754796,Byrne,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1
1399,15628947,Praed,693,France,Female,38,3,0,2,0,0,78133.48,1
1400,15775546,Laurens,517,Spain,Female,29,5,0,2,1,0,103402.88,0
1401,15670481,Woods,684,France,Female,27,9,122550.05,2,0,1,137835.82,0
1402,15619029,Bykov,620,Spain,Female,43,2,0,2,1,0,20670.1,0
1403,15613282,Vorobyova,757,France,Male,29,8,130306.49,1,1,0,77469.38,0
1404,15721487,Pirogova,739,France,Female,27,6,0,1,1,1,57572.38,0
1405,15797276,Sturt,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1
1406,15612494,Panicucci,359,France,Female,44,6,128747.69,1,1,0,146955.71,1
1407,15629617,Cook,572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0
1408,15600821,Hardy,721,France,Male,69,2,108424.19,1,1,1,178418.35,0
1409,15579062,Chu,707,France,Male,32,9,0,2,0,0,30807.02,0
1410,15814268,Franklin,444,France,Female,40,5,84350.07,1,1,0,143835.76,0
1411,15710164,P'eng,523,France,Female,73,7,0,2,0,0,130883.9,1
1412,15693904,Chiang,685,Germany,Female,30,4,84958.6,2,0,1,194343.72,0
1413,15588986,Grant,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0
1414,15797733,Udobata,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0
1415,15620507,Siciliani,485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0
1416,15685150,Evans,799,Germany,Male,28,7,167658.33,2,1,1,111138.25,0
1417,15667651,Young,585,Spain,Female,33,8,0,2,1,0,114182.07,0
1418,15774166,Mitchell,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0
1419,15649280,Lucchese,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0
1420,15705657,Hewitt,535,France,Female,44,2,114427.86,1,1,1,136330.26,0
1421,15753969,K'ung,724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0
1422,15742378,Swaim,520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0
1423,15794874,Quinones,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0
1424,15589221,Kennedy,657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0
1425,15596671,Endrizzi,603,Spain,Female,42,8,91611.12,1,0,0,144675.3,1
1426,15583668,Ludowici,726,France,Female,42,2,109471.79,1,0,1,175161.05,0
1427,15710206,Larson,591,France,Female,39,4,150500.64,1,1,0,14928.8,0
1428,15799966,Chigolum,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1
1429,15794560,Maclean,550,France,Male,57,5,0,1,1,1,133501.94,0
1430,15626485,Lu,601,France,Female,26,8,78892.23,1,1,1,23703.52,0
1431,15703143,Tuan,820,France,Female,29,3,82344.84,1,0,1,115985.38,0
1432,15809772,Glover,667,France,Male,48,2,0,1,1,0,43229.2,0
1433,15687959,Landman,573,Spain,Female,44,4,0,1,1,1,94862.93,0
1434,15585282,Trevisano,755,France,Male,62,1,127706.33,2,0,1,142377.69,0
1435,15714993,Longo,552,France,Female,41,9,124349.34,1,1,0,135635.25,0
1436,15596021,K?,598,Spain,Male,44,8,0,2,1,0,148487.9,0
1437,15646615,Muir,576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0
1438,15742632,Alexeyeva,670,France,Female,31,9,0,1,0,1,76254.83,0
1439,15574068,Norman,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1
1440,15806967,Simmons,778,France,Female,65,7,0,1,1,1,77867.23,0
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1
1442,15688713,McCall,627,Spain,Male,44,6,0,1,1,1,114469.55,0
1443,15796179,Moore,683,France,Male,43,8,0,1,1,0,96754.8,0
1444,15598751,Ingram,556,France,Female,43,6,0,3,0,0,125154.57,1
1445,15703019,Okeke,583,France,Female,38,10,0,2,0,1,113597.64,0
1446,15646302,Shao,705,France,Female,24,7,100169.51,1,1,0,121408.55,0
1447,15680855,Iloabuchi,637,France,Male,33,2,145731.83,1,0,1,109219.43,0
1448,15697311,Nebechukwu,697,Spain,Male,56,5,110802.03,1,1,1,50230.31,1
1449,15585367,Diribe,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1
1450,15726556,Macgroarty,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0
1451,15676242,Artemova,632,Spain,Male,31,3,136556.44,1,1,0,82152.83,1
1452,15684198,McDonald,551,France,Female,38,10,0,2,1,1,216.27,0
1453,15774882,Mazzanti,687,France,Female,35,3,99587.43,1,1,1,1713.1,1
1454,15714227,Kelly,672,France,Female,53,7,0,1,1,1,136910.18,0
1455,15608653,Davison,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1
1456,15784280,Reilly,686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0
1457,15789546,Ojiofor,639,Spain,Male,28,8,0,2,1,0,126561.07,0
1458,15590320,Shelton,850,France,Male,66,4,0,2,0,1,64350.8,0
1459,15678385,Lange,465,France,Male,25,2,78247.31,2,1,1,10472.31,0
1460,15571778,Trentini,817,France,Female,55,10,117561.49,1,1,0,95941.55,1
1461,15657085,Gardiner,578,France,Male,23,10,88980.32,1,1,1,125222.36,0
1462,15640627,Wan,611,Spain,Male,34,4,0,2,1,0,170950.58,0
1463,15566211,Hsu,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1
1464,15669293,Hovell,517,France,Male,37,5,113308.84,1,0,1,31517.16,0
1465,15595067,Zhirov,637,Spain,Female,40,6,0,2,1,1,181610.6,0
1466,15753566,Espinosa,806,France,Female,32,3,63763.49,1,1,0,156593.09,0
1467,15650391,Wallace,633,France,Female,29,7,169988.35,1,1,0,4272,0
1468,15681843,Barbour,624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0
1469,15814846,Ozerova,691,France,Male,52,3,0,1,1,0,175843.68,1
